Title:The NANOGrav 11yr Data Set: Limits on Supermassive Black Hole Binaries in Galaxies within 500Mpc
Authors: Arzoumanian et al. Corresponding author: Maria Charisi [maria.charisi[at]nanograv.org]
Table: 2MRS galaxy catalog with estimates of the SMBH mass and distance, along with the GW strain upper limit towards the direction of each galaxy.
================================================================================
Byte-by-byte Description of file: datafile.txt
--------------------------------------------------------------------------------
   Bytes Format Units       Label            Explanations
--------------------------------------------------------------------------------
   1- 16 A16    ---         Name             Source Name
  17- 21 F5.2   Mpc         Dist             Galaxy Distance in Mpc
  22- 24 F3.2   [solMass]   BHMassfbulge1    SMBH mass assuming fbulge=1
  25- 27 F3.2   [solMass]   BHMassfbulge031  SMBH mass assuming fbulge=0.31
  28- 30 F3.2   [solMass] e_BHMassfbulge1    SMBH mass uncertainty
09121949-2410213 10.28 8.65 8.65 0.37 7.21e-15 1 3
12250377+1253130 18.03 8.96 8.96 0.04 3.66e-15 1 1
04161046-5546485 16.75 8.12 8.12 0.38 5.43e-15 1 3
10474959+1234538 12.02 8.62 8.62 0.11 5.09e-15 1 1
08524134+3325184  9.59 6.90 6.90 0.44 7.64e-15 1 3
12502661+2530027 13.80 7.15 7.15 0.37 3.43e-15 1 3
13295958+4715580  7.83 8.13 8.13 0.43 3.63e-15 1 4
10464574+1149117 11.43 6.88 6.88 0.09 5.09e-15 1 1
02461905-3016296 16.91 8.09 8.09 0.44 6.04e-15 1 4
03382908-3527026 23.66 9.11 9.11 0.20 7.43e-15 1 1
07365139+6536091  3.41 6.23 6.23 0.44 6.55e-15 1 4
12483590-0548030 13.31 8.30 8.30 0.04 3.37e-15 1 1
13105631+3703321 19.68 8.15 8.15 0.45 3.21e-15 1 4
12490218-0839514 20.89 8.23 8.23 0.39 3.37e-15 1 3
12340302+0741569 16.07 8.67 8.67 0.01 3.66e-15 1 1
00145360-3911478  2.13 5.45 5.45 0.44 3.41e-15 1 4
12155444+1308578 19.66 8.14 8.14 0.39 3.66e-15 2 3
03333645-3608263 18.19 8.11 8.11 0.44 7.43e-15 1 4
09453879-3111279 24.07 8.40 8.40 0.44 5.64e-15 3 4
12374359+1149051 17.86 7.49 7.49 0.39 3.77e-15 1 3
11510178-2848223 21.98 8.95 8.95 0.38 4.31e-15 1 3
12420800+3232294  7.87 7.14 7.14 0.44 3.46e-15 1 4
12424986+0241160 16.15 8.43 8.43 0.39 3.32e-15 1 3
03385213-2620162 30.62 8.03 8.03 0.43 7.92e-15 1 3
05074234-3730469  9.95 7.42 7.42 0.41 8.48e-15 1 3
12364981+1309463 20.79 6.89 6.89 0.40 3.77e-15 2 3
11181630-3248453  7.18 7.00 7.00 0.42 4.18e-15 1 4
08372462-5507254 21.32 9.01 9.01 0.46 5.49e-15 3 4
11131710-2645179 20.13 8.52 8.52 0.14 4.55e-15 1 1
12242822+0719030 24.43 8.95 8.95 0.37 3.66e-15 1 3
08450824-3347411 30.14 9.24 9.24 0.38 6.44e-15 2 3
12225489+1549205 14.92 6.21 6.21 0.38 3.63e-15 1 3
15155368+5619438 18.28 7.81 7.81 0.44 3.40e-15 1 4
10435773+1142129 11.32 7.50 7.50 0.43 5.09e-15 1 4
12522211-0111588 35.28 7.98 7.98 0.39 3.27e-15 3 3
03401190-1834493 30.19 9.67 9.67 0.06 8.06e-15 1 1
12353988+1233217 16.98 8.92 8.92 0.38 3.77e-15 1 3
10481689+1237454 10.77 7.04 7.04 0.20 5.09e-15 1 1
12420232+1138489 16.45 8.66 8.66 0.38 3.77e-15 1 3
04120433-3252271 21.38 8.35 8.35 0.45 8.15e-15 1 4
08332284-2258252 25.70 7.70 7.70 0.41 8.03e-15 1 3
12272655+1106271 20.79 8.30 8.30 0.39 3.66e-15 2 3
04154522-5535324 18.62 8.42 8.42 0.38 5.43e-15 1 3
13083752-4930230 30.93 7.89 7.89 0.39 3.28e-15 3 3
00385796+4820145  0.67 5.58 5.58 0.43 4.30e-15 1 4
03385191-3535398 20.13 8.75 8.75 0.38 7.43e-15 1 3
22075242+3121329 14.30 7.07 7.07 0.43 3.10e-15 3 3
00302189-3314432 20.60 7.89 7.89 0.43 3.46e-15 1 4
14445600+0157170 32.66 7.87 7.87 0.40 2.70e-15 1 3
22571068-3627449 30.76 9.43 9.43 0.06 2.80e-15 1 1
11260858+4335093 19.59 6.68 6.68 0.39 4.37e-15 1 3
15062956+5545479 15.77 7.87 7.87 0.40 3.40e-15 1 3
03362759-3458347 19.95 8.59 8.59 0.38 7.43e-15 1 3
17165947-6249139 14.12 7.62 7.62 0.43 2.48e-15 1 4
12080601+6510268 25.70 8.67 8.67 0.38 4.28e-15 1 3
13560724+0515169 18.51 8.34 8.34 0.41 2.86e-15 2 3
12215494+0428249 20.79 7.90 7.90 0.44 3.84e-15 2 4
02352772-0921216 16.22 7.71 7.71 0.42 6.73e-15 1 4
12262708+3113247 19.14 6.75 6.75 0.38 3.74e-15 1 3
07362384-6931509 19.14 7.99 7.99 0.44 4.08e-15 2 4
12134829+1454016 18.88 7.16 7.16 0.40 4.04e-15 1 3
12340849+0239137 14.32 7.49 7.49 0.46 3.32e-15 1 4
03382978-2301396 25.47 8.85 8.85 0.38 7.92e-15 1 3
02273746-0109226 30.05 8.27 8.27 0.37 6.81e-15 1 3
04200041-5456161 17.00 6.75 6.75 0.41 5.43e-15 2 3
00545347-3741037  2.13 5.86 5.86 0.43 3.70e-15 1 4
03482073+7007583 15.42 7.76 7.76 0.44 6.01e-15 1 4
05051445-3758507 11.97 7.27 7.27 0.45 8.48e-15 1 4
15062929+0136193 26.79 8.79 8.79 0.37 2.72e-15 1 3
12450867-0027428 16.60 7.70 7.70 0.44 3.37e-15 1 4
12184962+1424593 14.86 7.65 7.65 0.43 4.04e-15 1 4
11165465+1803065 24.10 8.15 8.15 0.14 4.58e-15 1 1
18485789-6510244 14.52 6.71 6.71 0.39 2.45e-15 1 3
03261732-2120073 26.30 9.18 9.18 0.06 8.06e-15 1 1
12195066+2936529 12.45 7.24 7.24 0.43 3.74e-15 2 3
22091625-4709599 26.37 7.62 7.62 0.39 2.52e-15 2 3
01214684+0515241 29.34 8.06 8.06 0.39 5.14e-15 3 3
06183771+7821252 15.99 7.68 7.68 0.45 5.41e-15 3 4
13195002-2724362 29.96 8.23 8.23 0.41 2.95e-15 2 3
11573598+5322282 28.05 8.16 8.16 0.45 4.45e-15 1 4
08553773+7813230 23.76 7.92 7.92 0.40 5.41e-15 2 3
09102015+0702160 26.52 7.79 7.79 0.39 8.90e-15 3 3
12312403+2546299 18.11 7.74 7.74 0.40 3.43e-15 1 3
11113096+5540268 10.23 6.93 6.93 0.44 4.45e-15 1 4
13132753+3635371 20.41 7.15 7.15 0.41 3.21e-15 1 3
01364177+1547004 10.47 7.35 7.35 0.45 5.63e-15 1 4
04313953-5436081 17.47 8.01 8.01 0.44 5.43e-15 3 4
09113750+6002139 23.76 8.17 8.17 0.39 5.89e-15 1 3
11582056-5058377 56.89 8.78 8.78 0.43 3.89e-15 2 4
16524632-5913009 12.71 7.45 7.45 0.43 2.48e-15 1 4
01341823-2925065 19.88 7.07 7.07 0.40 4.78e-15 3 3
00031494+1608428 15.48 7.71 7.71 0.38 3.57e-15 1 3
13215765-3637487  4.00 7.15 7.15 0.45 2.94e-15 1 4
11534902+5219355 20.60 7.80 7.80 0.44 4.45e-15 1 4
13201692-2149392 19.14 8.42 8.42 0.40 2.95e-15 1 3
12282963+1705058 16.75 7.99 7.99 0.44 3.63e-15 1 4
12290002+1358428 16.98 7.85 7.85 0.08 3.77e-15 1 1
01244770+0932196 25.70 8.93 8.93 0.04 4.58e-15 1 1
04454255-5914507 21.66 7.98 7.98 0.44 5.08e-15 3 4
10054815-6722407 26.06 8.69 8.69 0.39 3.78e-15 1 3
20371407+6606203 20.13 7.81 7.81 0.44 3.76e-15 1 4
04215882-5658291 20.70 8.50 8.50 0.38 5.43e-15 1 3
23574982-3235277  3.86 6.27 6.27 0.44 3.41e-15 1 4
12015317-1852379 22.08 7.38 7.38 0.43 4.32e-15 1 4
12200682+2916498 16.45 8.77 8.77 0.39 3.74e-15 1 3
14324077-4410285 28.18 8.23 8.23 0.44 2.81e-15 3 4
19445619-1447512  0.51 5.24 4.71 0.44 2.10e-15 1 5
12294887+1325455 16.07 7.95 7.95 0.22 3.77e-15 1 1
12484927-4118399 38.01 8.93 8.93 0.38 3.31e-15 1 3
03420155-4713194 14.27 7.82 7.82 0.45 5.79e-15 2 4
11095773-3732216 43.65 9.05 9.05 0.38 4.18e-15 1 3
09191853+6912122  7.94 7.61 7.61 0.05 5.91e-15 1 1
22550094-3939409 47.21 8.94 8.94 0.45 2.65e-15 1 4
02414523+0026354 20.80 7.89 7.89 0.43 6.81e-15 1 4
21190024-4833432 32.06 8.86 8.86 0.39 2.36e-15 1 3
13491520+6011254 34.20 8.73 8.73 0.38 3.66e-15 1 3
10134567+0325288 18.58 8.55 8.55 0.44 6.39e-15 2 4
23120759-2832227 26.30 8.63 8.63 0.38 2.76e-15 1 3
10015792+5540480 22.08 7.37 7.37 0.41 5.19e-15 1 3
13180505-2650139 25.47 8.23 8.23 0.41 2.95e-15 1 3
12300227+1338112 21.18 8.23 8.23 0.42 3.77e-15 1 3
12352642+1429467 18.36 8.02 8.02 0.43 3.77e-15 1 4
02230456-2114018 19.40 7.78 7.78 0.43 6.40e-15 1 4
10141509+0327580 24.89 7.65 7.65 0.44 6.39e-15 1 3
09230105-3226591 24.65 8.01 8.01 0.43 6.11e-15 1 4
20095408-4822462 30.19 8.94 8.94 0.39 2.32e-15 1 3
17492651+7008396  6.70 6.68 6.68 0.44 3.88e-15 1 4
12280389+0948130 16.45 8.23 8.23 0.38 3.66e-15 1 3
13373206+0853062 14.52 7.35 7.35 0.43 2.86e-15 1 4
12274565+1300309 20.79 8.11 8.11 0.44 3.66e-15 2 4
11525536+3659109 13.31 7.64 7.64 0.41 4.17e-15 1 3
01430234+1338444 14.52 6.82 6.82 0.41 5.63e-15 1 3
06213977-2714014 27.29 8.61 8.61 0.40 9.30e-15 1 3
12274050+1304444 17.70 7.84 7.84 0.39 3.66e-15 1 3
01530052-1344192 27.92 8.81 8.81 0.38 5.34e-15 1 3
12002364-0105598 32.06 8.11 8.11 0.45 4.02e-15 1 4
13214624-2725498 17.38 8.42 8.42 0.44 2.95e-15 1 3
12192326+0549289 34.67 8.72 8.72 0.09 3.66e-15 1 1
23182362-4222140 24.10 7.74 7.74 0.11 2.99e-15 1 1
01591958+1900271 32.14 7.09 7.09 0.38 5.71e-15 3 3
11001858+1354045 12.71 6.78 6.78 0.06 4.58e-15 1 1
11575616+5527128 15.20 8.93 8.93 0.04 4.45e-15 1 1
12352950-0347356 15.00 8.36 8.36 0.42 3.37e-15 1 3
01312075-0652050 21.47 8.46 8.46 0.38 5.17e-15 1 3
12110436+5029048 18.28 6.32 6.32 0.40 3.78e-15 1 3
12525604+1113508 20.79 7.70 7.70 0.40 3.77e-15 2 3
12432013+0158422 17.76 7.93 7.93 0.39 3.32e-15 2 3
03011417+4453500 26.37 9.21 9.21 0.39 6.85e-15 3 3
10031914+6844014  4.07 7.00 7.00 0.43 5.51e-15 1 4
12324558+0006541  9.38 6.71 6.71 0.46 3.84e-15 1 4
12281111+4405368  4.57 7.12 6.59 0.43 3.82e-15 1 5
10165363+7324023 42.06 8.66 8.66 0.43 4.77e-15 1 3
07235474-2731446 27.79 8.94 8.40 0.44 9.08e-15 1 5
12103265+3924207 12.45 7.55 7.55 0.05 3.82e-15 2 2
02410480-0815209 20.60 8.47 8.47 0.36 6.73e-15 1 3
14201994+0356009 26.33 8.26 8.26 0.43 2.67e-15 2 4
12150502+3311500 16.37 7.92 7.92 0.39 3.74e-15 1 3
12303636+4138370 12.45 7.22 7.22 0.46 3.82e-15 2 4
12450595+0303204 17.76 8.41 8.41 0.43 3.32e-15 2 4
03365707-3530240 20.51 8.03 8.03 0.42 7.43e-15 1 3
11160468-7612587 30.78 8.45 8.45 0.44 3.54e-15 3 4
12395593+1010337 13.67 7.92 7.92 0.16 3.66e-15 3 1
03310811-3337431 20.41 7.99 7.99 0.44 7.43e-15 1 4
11210685+0314051 28.84 8.17 8.17 0.38 4.48e-15 1 3
12592127-1502318 33.06 7.88 7.88 0.38 3.49e-15 3 3
14082374-4758149 30.53 7.51 7.51 0.38 2.87e-15 3 3
03281966-3104054 19.95 7.97 7.97 0.38 7.43e-15 1 3
10180564+2149549 23.76 8.12 8.12 0.44 6.20e-15 1 4
12053418+5032205 15.00 7.28 7.28 0.43 3.78e-15 1 4
13430212-4810097 25.94 8.41 8.41 0.39 2.87e-15 1 3
09502223+7216431 23.31 7.30 7.30 0.39 5.91e-15 3 3
11143700+1249048  9.59 7.79 7.79 0.45 4.58e-15 1 4
04124324-5744166 20.05 7.41 7.41 0.39 5.08e-15 1 3
12521756+1118491 17.06 8.23 8.23 0.39 3.77e-15 1 3
15011126+0142070 33.88 8.77 8.77 0.39 2.72e-15 1 3
12064076-2945366 28.57 9.00 9.00 0.42 3.68e-15 1 3
13363905-3357572 50.12 9.15 9.15 0.08 2.94e-15 2 1
08533275+5118489 17.61 7.02 7.02 0.40 6.34e-15 1 3
11313199-3018278 20.60 7.72 7.72 0.45 4.31e-15 1 4
19112363-5702584 25.70 7.94 7.94 0.45 2.24e-15 1 4
12342031+0811519 17.29 7.59 7.59 0.45 3.66e-15 1 4
13211286-4342168 63.29 9.06 9.06 0.39 3.31e-15 2 3
04002774+6834398 21.21 8.47 8.47 0.40 6.01e-15 2 3
10474239+1359083 11.38 8.26 8.26 0.22 6.01e-15 1 1
22571357-4323461 22.38 8.62 8.62 0.44 2.65e-15 1 4
12070312+4303554 10.23 7.72 7.72 0.37 3.82e-15 1 3
15052627+0205576 36.97 9.03 9.03 0.38 2.72e-15 1 3
03235639-3627527 19.76 8.50 8.50 0.45 7.43e-15 2 4
12363429+1114190 20.79 7.59 7.59 0.42 3.66e-15 2 4
10181698+4125277 17.28 7.66 7.66 0.43 5.72e-15 3 4
12012689+6153445 27.05 8.17 8.17 0.39 3.95e-15 3 3
23161076-4235053 22.81 8.04 8.04 0.43 2.99e-15 2 4
05264761-6345360 16.13 7.81 7.81 0.43 4.68e-15 2 3
12223204+2953432 29.74 6.70 6.70 0.37 3.74e-15 3 3
13054892-0801135 34.36 7.83 7.83 0.39 3.12e-15 3 3
01092707+3543047  3.20 6.65 6.65 0.45 4.97e-15 1 4
09471545+6754589  3.89 6.04 6.04 0.43 5.51e-15 1 4
11592518+5057420 15.71 8.26 8.26 0.11 4.57e-15 1 1
13532674+4016592 41.12 9.20 9.20 0.39 3.24e-15 2 3
12493895+1509557 20.29 7.59 7.59 0.39 3.77e-15 2 3
06474291-2645156 18.28 8.99 8.99 0.39 9.35e-15 1 3
12211289+1822566 20.79 7.74 7.74 0.45 3.63e-15 2 4
00344675-0823473 12.94 7.05 7.05 0.43 3.45e-15 1 4
12482293+0829140 27.29 7.17 7.17 0.40 3.32e-15 1 3
01485731+0554215 18.79 8.37 8.37 0.44 6.11e-15 3 4
19433447-5839207 31.33 8.31 8.31 0.44 2.38e-15 1 4
09104945-0853265 32.21 8.07 8.07 0.46 7.39e-15 1 4
10433114+2455199 10.52 6.95 6.95 0.43 5.61e-15 1 4
10213507-3416004 35.97 8.26 8.26 0.43 4.82e-15 1 4
11531372+6040320 24.84 8.08 8.08 0.40 4.77e-15 3 3
12342712+0211163 15.48 7.29 7.29 0.44 3.84e-15 1 4
11583141+4356492 22.08 7.72 7.72 0.45 4.37e-15 1 4
21033361+2953504 13.42 8.05 8.05 0.45 2.60e-15 3 4
12155089+4705304 20.23 6.35 6.35 0.39 3.78e-15 1 3
14033877-3358422 58.61 9.66 9.66 0.37 2.54e-15 1 3
04035428-4320558 13.12 7.54 7.54 0.44 6.94e-15 1 4
03094551-2034454 21.95 7.83 7.83 0.43 8.06e-15 3 4
12251781-3945347 41.79 8.85 8.85 0.39 3.51e-15 2 3
19424057-1019255 28.20 7.04 7.04 0.06 2.22e-15 3 2
20071948-4822129 32.66 9.32 9.32 0.04 2.32e-15 1 1
03451709+7638177 37.15 9.08 8.55 0.43 5.42e-15 3 5
04082413-4753493 18.28 7.96 7.96 0.37 5.79e-15 1 3
07322048+8542319 32.31 8.99 8.99 0.39 4.85e-15 2 3
11544010-1358299 38.90 8.73 8.73 0.41 4.32e-15 1 3
03040796-2604105 17.95 7.98 7.98 0.37 7.39e-15 1 3
10505331+1324437 12.07 6.84 6.84 0.40 5.09e-15 1 3
11491320-2916360 30.33 8.45 8.45 0.40 4.31e-15 1 3
13130099-1931058 36.47 8.50 8.50 0.38 3.23e-15 1 3
04095185-5607063 22.38 8.22 8.22 0.37 5.43e-15 1 3
11244363+3845460 35.77 8.20 8.20 0.39 4.48e-15 2 3
10263227-3956380 46.34 9.02 9.02 0.38 4.67e-15 1 3
14535765+0332401 20.32 7.58 7.58 0.45 2.72e-15 1 4
04304918+6450525  3.48 6.79 6.25 0.46 7.02e-15 1 5
09441604-2116418 32.96 8.99 8.99 0.39 6.22e-15 1 3
12365340+0714479 18.19 8.25 8.25 0.38 3.32e-15 1 3
12062311+5242394 20.89 7.63 7.63 0.44 3.93e-15 1 4
03443191-4438413 18.45 7.24 7.24 0.44 5.79e-15 1 4
20181914-7051317 59.43 9.50 9.50 0.46 2.63e-15 2 4
23190480-0829065 38.72 7.39 7.39 0.41 2.87e-15 1 3
17322430+0703369 29.51 7.10 7.10 0.41 1.99e-15 1 3
13554002+4027423 41.12 8.23 8.23 0.45 3.24e-15 2 4
12265643+1502507 14.45 6.81 6.81 0.40 3.77e-15 1 3
07555149-5218242 19.11 7.62 7.62 0.38 5.71e-15 3 3
13041709-3031347 44.66 9.14 9.14 0.41 3.02e-15 2 3
13165848-1638054 19.50 7.51 7.51 0.44 3.23e-15 1 4
12180830+2810310 20.89 7.22 7.22 0.41 3.74e-15 1 3
12564324-5020486 39.82 8.43 8.43 0.38 3.28e-15 3 3
10233060+1951538 19.69 7.18 7.18 0.19 6.20e-15 2 1
13294883-1757593 27.42 7.96 7.96 0.45 2.97e-15 1 4
12245542+1142154 17.95 7.54 7.54 0.39 3.66e-15 1 3
13085721-1530586 32.33 8.87 8.87 0.44 3.23e-15 3 4
05332175-2156447 24.77 7.82 7.82 0.44 1.09e-14 1 4
23395386-1217348 22.60 8.03 8.03 0.41 3.12e-15 1 3
11460778+4729401 16.67 7.39 7.39 0.44 4.57e-15 1 4
11491536+5605036 12.45 8.14 8.14 0.39 4.45e-15 2 3
07473405-4127077 21.37 8.49 7.96 0.44 6.86e-15 3 5
13202496-2036396 28.18 9.17 9.17 0.38 3.23e-15 1 3
13152396-1623079 34.51 8.82 8.82 0.39 3.23e-15 1 3
00520430+4733019  8.71 6.74 6.74 0.45 4.99e-15 3 4
03350135-2455592 31.48 8.35 8.35 0.43 7.92e-15 1 4
14582270-0105278 27.66 7.92 7.92 0.45 2.62e-15 1 4
04134070-3138434 24.77 7.88 7.88 0.41 8.15e-15 1 3
12285901+0334141 17.76 8.24 8.24 0.47 3.84e-15 2 4
12235781+1641360 21.77 8.16 8.16 0.38 3.63e-15 1 3
10144211-2852194 17.70 7.44 7.44 0.43 5.09e-15 1 4
03393085-1841172 25.70 8.91 8.91 0.39 8.06e-15 1 3
22023982-2048461 38.01 8.20 8.20 0.46 2.43e-15 1 4
06190264+0309512 46.77 8.50 8.50 0.45 1.20e-14 1 4
12580124+0134320 19.50 7.76 7.76 0.43 3.27e-15 1 4
08184560-2529582 23.90 8.05 8.05 0.43 8.30e-15 2 4
12281542+2837130 24.43 7.98 7.98 0.43 3.74e-15 1 4
02341338+2918404 16.37 7.22 7.22 0.44 6.48e-15 1 4
12030968+4431525 11.81 6.13 6.13 0.14 3.82e-15 1 2
03224428-3706136 19.76 7.83 7.83 0.43 7.43e-15 2 4
03194107-1924408 21.56 7.85 7.85 0.16 8.06e-15 3 1
09135049-6938420 29.85 7.83 7.83 0.41 4.11e-15 3 3
12214247+1435519 20.79 7.45 7.45 0.41 3.63e-15 2 4
07345116-6917029 22.69 8.24 8.24 0.41 4.08e-15 1 3
12093608+4232031 16.98 8.55 8.55 0.41 3.82e-15 1 3
13380303-1753025 32.48 8.06 8.06 0.44 2.96e-15 3 4
13575063-4355528 27.54 8.64 8.64 0.43 2.84e-15 1 3
12372503+7411307 23.99 8.65 8.65 0.39 4.29e-15 1 3
05420477+6922421 60.59 8.72 8.72 0.42 7.02e-15 2 4
12273730-3920161 28.70 8.44 8.44 0.38 3.51e-15 1 3
14210369+0316157 27.29 8.23 8.23 0.09 2.67e-15 1 1
07335622-5026345 14.25 8.02 8.02 0.45 6.48e-15 1 4
12395938+6136330  5.95 6.05 6.05 0.43 3.95e-15 1 4
02333434-3902422 26.90 8.09 8.09 0.43 5.45e-15 3 4
12194528+1247540 17.45 7.95 7.95 0.38 3.66e-15 1 3
12435663+1307348 15.28 7.30 7.30 0.43 3.77e-15 1 4
09582458-2655356 38.54 8.91 8.91 0.40 5.09e-15 1 3
04040271-5406002 18.79 6.56 6.56 0.41 5.43e-15 1 3
03195121-2603382 22.25 8.45 8.45 0.45 7.43e-15 2 4
10271836+2830267 22.80 8.34 8.34 0.11 5.61e-15 1 1
11323494+5304041 20.68 7.84 7.84 0.44 4.45e-15 2 4
12125210+0117588 17.38 7.85 7.85 0.40 3.84e-15 1 3
11294442-3623285 36.14 9.07 9.07 0.39 4.18e-15 1 3
02082114+1059415 24.89 8.23 8.23 0.19 6.13e-15 1 1
10311160-4615043 38.49 8.83 8.83 0.42 4.50e-15 2 3
00331212+4830314  0.78 5.43 5.43 0.45 4.30e-15 1 4
07024038-2841501 27.66 8.23 8.23 0.40 8.31e-15 1 3
12355768+2757351  9.02 6.55 6.55 0.43 3.74e-15 1 4
12320619+1110351 20.79 7.82 7.82 0.44 3.66e-15 2 4
03181604-6629537  4.55 6.11 6.11 0.44 4.63e-15 1 4
11182527+5847104 37.32 7.61 7.61 0.38 4.77e-15 1 3
21441607-7506408 38.22 8.46 8.46 0.46 3.07e-15 3 4
13185480-2102207 21.97 7.49 7.49 0.45 3.23e-15 3 4
12362699+1126215 17.29 7.94 7.94 0.12 3.77e-15 1 1
12592713+1410157 33.27 8.43 8.43 0.39 3.77e-15 1 3
14324685+4927281 36.64 7.98 7.98 0.44 3.32e-15 1 4
12060116+4728420 13.18 7.12 7.12 0.44 3.78e-15 1 4
02455992-0734431 20.60 6.41 6.41 0.41 6.73e-15 1 3
11483820+4842388 17.61 7.37 7.37 0.42 4.57e-15 1 4
20032702-5556498 70.12 9.08 9.08 0.40 2.43e-15 2 3
04173578-6247012 13.00 6.72 6.72 0.44 5.08e-15 1 4
09423523+5851044 16.37 8.18 8.18 0.38 5.15e-15 1 3
12202152+0523111 27.16 9.15 9.15 0.39 3.66e-15 1 3
22082737+4826268 16.80 8.16 8.16 0.42 3.28e-15 3 4
10470999+7250228 43.97 8.79 8.79 0.39 4.77e-15 3 3
15005570-0727263 29.65 8.39 8.39 0.37 2.62e-15 1 3
11300745+0916358 21.09 6.74 6.74 0.43 4.25e-15 1 3
09161109-1618457 29.92 8.15 8.15 0.44 6.78e-15 1 4
12564890-0831310 12.47 7.25 7.25 0.44 3.12e-15 1 4
09232401-6348453 47.90 9.19 9.19 0.44 3.78e-15 3 4
